City_ID,City,Country,Lat,Lng,Max Temp,Percent Humidity,Precent Cloudiness,Wind Speed,Current Description
187,Novoilinsk,RU,51.6829,108.7143,-11.85,100,92,1.61,overcast clouds
188,Yanam,IN,16.7333,82.2167,67.98,81,49,2.68,scattered clouds
189,Leshukonskoye,RU,64.8989,45.7622,17.83,93,100,10.89,light snow
190,Artesia,US,33.8658,-118.0831,84.18,27,0,3.44,clear sky
191,Joshimath,IN,30.5667,79.5667,29.55,63,69,8.75,broken clouds
192,Husavik,IS,66.0449,-17.3389,24.22,71,100,16.87,overcast clouds
193,Lompoc,US,34.6391,-120.4579,81.57,33,0,4.61,clear sky
194,Geraldton,AU,-28.7667,114.6,64.81,82,0,6.91,clear sky
195,Terrak,NO,65.087,12.3715,37.42,77,100,28.25,light rain
196,Khor,RU,47.8861,134.9464,-3.51,99,97,5.86,overcast clouds
197,Novonikolayevskiy,RU,50.9738,42.3649,30.78,95,100,1.01,overcast clouds
198,Alice Springs,AU,-23.7,133.8833,74.75,73,45,2.3,scattered clouds
199,Poum,NC,-20.2333,164.0167,81.23,87,100,28.74,overcast clouds
200,Soderhamn,SE,61.3037,17.0592,35.98,64,57,14.27,broken clouds
201,Provideniya,RU,64.3833,-173.3,-16.56,84,1,6.4,clear sky
202,Trairi,BR,-3.2778,-39.2689,84.47,65,70,10.74,broken clouds
203,North Platte,US,41.1239,-100.7654,53.49,29,0,14.97,clear sky
204,Kununurra,AU,-15.7667,128.7333,76.98,94,73,0.0,broken clouds
205,Longyearbyen,SJ,78.2186,15.6401,6.64,72,75,8.05,broken clouds
206,Kommunar,RU,59.6206,30.39,35.35,93,64,10.85,broken clouds
207,Newport,GB,51.5877,-2.9984,50.25,83,100,4.7,overcast clouds
208,Namibe,AO,-15.1961,12.1522,74.93,75,100,12.84,overcast clouds
209,Parintins,BR,-2.6283,-56.7358,83.35,81,89,1.07,overcast clouds
210,Sao Bernardo,BR,-3.3614,-42.4178,83.21,78,57,5.5,broken clouds
211,Palmer,US,42.1584,-72.3287,43.99,44,0,9.22,clear sky
212,Baza,ES,37.4907,-2.7726,53.42,61,0,5.01,clear sky
213,Severo-Kurilsk,RU,50.6789,156.125,31.53,87,100,17.81,light snow
214,Bilibino,RU,68.0546,166.4372,-34.87,100,74,0.83,broken clouds
215,Olafsvik,IS,64.8945,-23.7142,26.62,51,98,14.38,overcast clouds
216,Mopipi,BW,-21.1833,24.8833,84.29,31,20,7.36,few clouds
217,Zyryanovsk,KZ,49.7386,84.2719,0.48,99,99,1.54,overcast clouds
218,San Patricio,US,28.017,-97.5169,71.69,36,0,3.13,clear sky
219,Acarau,BR,-2.8856,-40.12,84.76,64,79,14.14,broken clouds
220,Mananjary,MG,-21.2167,48.3333,77.38,91,37,7.99,scattered clouds
221,Kavieng,PG,-2.5744,150.7967,80.73,81,64,6.82,light rain
222,Hounde,BF,11.5,-3.5167,90.75,10,1,6.29,clear sky
223,Junnar,IN,19.2,73.8833,63.75,57,41,4.07,scattered clouds
224,Papetoai,PF,-17.4961,-149.8729,83.55,73,22,19.75,light rain
225,Castro Alves,BR,-12.7656,-39.4283,86.54,50,54,7.67,broken clouds
226,Grand Gaube,MU,-20.0064,57.6608,77.4,77,31,11.81,scattered clouds
227,Mehamn,NO,71.0357,27.8492,26.78,74,0,28.77,clear sky
228,Talnakh,RU,69.4865,88.3972,-13.4,94,93,10.04,overcast clouds
229,Yerbogachen,RU,61.2767,108.0108,-32.39,100,70,2.82,broken clouds
230,Broome,US,42.2506,-75.833,43.18,57,46,12.66,scattered clouds
231,Cabo San Lucas,MX,22.8909,-109.9124,78.1,45,0,1.01,clear sky
232,Bonfim,BR,3.0833,-59.95,96.93,29,98,6.31,overcast clouds
233,Misratah,LY,32.3754,15.0925,56.25,56,53,12.35,broken clouds
234,Tuatapere,NZ,-46.1333,167.6833,59.83,98,80,0.67,broken clouds
235,Milkovo,RU,54.7167,158.6167,5.02,98,100,1.9,overcast clouds
236,Tiksi,RU,71.6872,128.8694,-12.57,93,100,12.59,overcast clouds
237,Namatanai,PG,-3.6667,152.4333,78.71,83,53,0.27,light rain
238,La Ronge,CA,55.1001,-105.2842,7.92,93,99,4.63,overcast clouds
239,Libertad,PH,8.9442,125.5019,72.75,94,98,3.0,overcast clouds
240,Samarai,PG,-10.6167,150.6667,81.01,77,100,10.71,overcast clouds
241,Svobodnyy,RU,51.4,128.1333,2.14,97,100,6.87,overcast clouds
242,Saint-Pierre,RE,-21.3393,55.4781,76.68,69,0,3.44,clear sky
243,Trois-Rivieres,CA,46.3501,-72.5491,34.75,77,69,3.0,broken clouds
244,Bambous Virieux,MU,-20.3428,57.7575,77.25,83,40,4.61,light intensity shower rain
245,West Bay,KY,19.3667,-81.4167,83.07,75,75,8.05,broken clouds
246,Hobart,AU,-42.8794,147.3294,62.46,82,100,0.0,overcast clouds
247,Clarence Town,AU,-32.5833,151.7833,68.81,71,2,2.39,clear sky
248,Saint-Alexandre,FR,44.2278,4.6214,52.79,73,49,3.31,scattered clouds
249,Bahir Dar,ET,11.5936,37.3908,68.54,59,69,0.36,light rain
250,Olinda,BR,-8.0089,-34.8553,85.73,62,20,9.22,few clouds
251,Stavyshche,UA,50.4,29.5333,37.33,78,79,11.7,broken clouds
252,Gari,RU,59.4307,62.3497,13.6,92,67,9.31,broken clouds
253,Ponta Do Sol,PT,32.6667,-17.1,70.72,65,100,7.36,overcast clouds
254,Jishou,CN,28.3167,109.7167,39.34,89,98,1.23,overcast clouds
255,Piotrkow Trybunalski,PL,51.4055,19.7032,46.11,79,100,15.43,overcast clouds
256,Katastarion,GR,37.8333,20.7667,51.12,71,0,0.0,clear sky
257,Pringsewu,ID,-5.3582,104.9744,73.02,92,100,2.3,overcast clouds
258,Masuda,JP,34.6667,131.85,44.33,69,100,4.85,light rain
259,Bud,US,39.447,-86.1758,49.68,60,47,11.68,scattered clouds
260,Polunochnoye,RU,60.8697,60.4153,11.79,96,100,5.97,light snow
261,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,85,100,11.59,overcast clouds
262,Taupo,NZ,-38.6833,176.0833,63.25,95,96,2.19,overcast clouds
263,Tuchkovo,RU,55.6011,36.4681,30.0,94,96,5.84,overcast clouds
264,Guilin,CN,25.2819,110.2864,40.68,89,100,4.63,overcast clouds
265,Tual,ID,-5.6667,132.75,82.63,78,99,15.95,overcast clouds
266,Chilca,PE,-12.5211,-76.7372,81.61,79,95,7.83,overcast clouds
267,Palasa,IN,18.7667,84.4167,68.74,74,5,2.15,clear sky
268,Qaqortoq,GL,60.7167,-46.0333,14.5,67,99,10.29,overcast clouds
269,Phan Thiet,VN,10.9333,108.1,74.1,81,42,8.81,scattered clouds
270,Russell,US,32.3502,-85.1999,61.38,39,0,5.39,clear sky
271,Meadow Lake,US,34.8014,-106.5436,50.43,37,0,5.61,clear sky
272,Tawau,MY,4.2498,117.8871,77.32,87,98,5.66,overcast clouds
273,Twentynine Palms,US,34.1356,-116.0542,74.34,14,0,3.0,clear sky
274,Puerto Escondido,MX,15.85,-97.0667,81.79,52,12,5.39,few clouds
275,Hovd,MN,48.0056,91.6419,-5.91,97,100,0.65,overcast clouds
276,Amot,NO,59.5714,7.9877,28.76,82,36,16.98,light snow
277,Zyryanka,RU,65.75,150.85,-42.84,100,58,5.06,broken clouds
278,Puerto Colombia,CO,10.9878,-74.9547,87.89,76,72,20.38,broken clouds
279,Vestmannaeyjar,IS,63.4427,-20.2734,32.99,59,0,17.27,clear sky
280,Arezzo,IT,43.4724,11.869,51.08,80,13,3.0,few clouds
281,Taboga,IT,46.2663,13.1092,47.25,45,4,2.98,clear sky
282,Komatipoort,ZA,-25.4332,31.9548,82.06,67,5,7.31,clear sky
283,Perote,MX,19.5667,-97.2333,54.1,61,23,1.63,few clouds
284,Oeiras Do Para,BR,-2.0031,-49.8544,86.43,64,51,5.66,broken clouds
285,Bac Ninh,VN,21.1833,106.05,53.69,85,100,4.68,overcast clouds
286,Tessalit,ML,20.1986,1.0114,75.13,6,1,9.64,clear sky
287,Saint Anthony,US,45.0205,-93.218,36.25,71,100,19.57,overcast clouds
288,Naze,JP,28.3667,129.4833,58.73,85,96,9.71,overcast clouds
289,Sorland,NO,67.667,12.6934,35.46,63,94,24.7,light rain
290,Lebu,CL,-37.6167,-73.65,64.45,63,2,19.93,clear sky
291,Guaraniacu,BR,-25.1008,-52.8781,84.94,34,10,5.32,clear sky
292,Santa Cruz,BO,-17.8,-63.1667,90.86,33,75,8.05,broken clouds
293,Caravelas,BR,-17.7125,-39.2481,84.96,61,67,10.76,broken clouds
294,Sinnamary,GF,5.3833,-52.95,79.38,82,54,10.0,broken clouds
295,Yuanping,CN,38.7153,112.7575,28.99,46,0,1.92,clear sky
296,New Albany,US,38.2856,-85.8241,54.81,52,75,12.66,broken clouds
297,Port Hedland,AU,-20.3167,118.5667,78.85,89,40,6.91,scattered clouds
298,Narsaq,GL,60.9167,-46.05,14.22,68,100,9.46,overcast clouds
299,Chokurdakh,RU,70.6333,147.9167,-37.68,99,92,8.61,overcast clouds
300,Luganville,VU,-15.5333,167.1667,78.66,86,100,9.44,moderate rain
301,Kalabo,ZM,-14.97,22.6814,70.38,86,61,3.83,light rain
302,Sao Joao Batista,BR,-27.2761,-48.8494,82.96,67,50,4.54,scattered clouds
303,Nantucket,US,41.2835,-70.0995,41.61,58,0,11.5,clear sky
304,Panipat,IN,29.3889,76.9681,51.04,91,0,2.75,clear sky
305,Te Anau,NZ,-45.4167,167.7167,61.5,96,93,3.06,overcast clouds
306,Kidal,ML,18.4411,1.4078,77.76,6,0,6.13,clear sky
307,Deputatskiy,RU,69.3,139.9,-28.01,86,78,6.73,broken clouds
308,Hervey Bay,AU,-25.2986,152.8535,68.02,86,0,8.99,clear sky
309,Coquimbo,CL,-29.9533,-71.3436,68.99,71,53,7.29,broken clouds
310,Tambura,SS,5.6,27.4667,81.93,23,36,4.45,scattered clouds
311,Bethel,US,41.3712,-73.414,44.73,53,0,8.05,clear sky
312,Kainantu,PG,-6.2887,145.8655,61.43,97,97,1.79,heavy intensity rain
313,Waipawa,NZ,-41.4122,175.5153,68.63,98,99,5.17,overcast clouds
314,Eydhafushi,MV,5.1033,73.0708,81.27,74,48,10.92,scattered clouds
315,Jumla,NP,29.2747,82.1838,31.93,90,96,5.7,overcast clouds
316,Quthing,LS,-30.4,27.7003,70.48,41,58,3.53,broken clouds
317,Hithadhoo,MV,-0.6,73.0833,82.83,71,49,13.2,scattered clouds
318,Nhulunbuy,AU,-12.2333,136.7667,81.21,89,40,3.44,scattered clouds
319,Chake Chake,TZ,-5.2459,39.7666,79.54,81,97,13.89,overcast clouds
320,Sarkikaraagac,TR,38.0794,31.3664,25.09,95,100,10.69,light snow
321,Kudahuvadhoo,MV,2.6708,72.8944,81.97,70,97,10.98,overcast clouds
322,Inuvik,CA,68.3499,-133.7218,-23.76,75,100,6.91,light snow
323,Ribeira Grande,PT,38.5167,-28.7,63.0,59,20,16.11,few clouds
324,Valparaiso,CL,-33.0393,-71.6273,66.47,73,59,7.78,broken clouds
325,Kostino,RU,58.9097,53.2691,20.07,93,100,10.56,light snow
326,Souillac,MU,-20.5167,57.5167,77.38,83,40,4.61,light intensity shower rain
327,Grindavik,IS,63.8424,-22.4338,27.07,74,40,21.85,scattered clouds
328,Vavozh,RU,56.7751,51.931,27.34,95,100,14.76,snow
329,Viljoenskroon,ZA,-27.2084,26.9485,71.33,47,78,4.99,broken clouds
330,Shingu,JP,33.7333,135.9833,41.92,76,96,4.52,light rain
331,Shawinigan,CA,46.5668,-72.7491,30.58,84,66,7.56,broken clouds
332,Pisco,PE,-13.7,-76.2167,74.01,83,0,10.36,clear sky
333,Asau,RO,46.4333,26.4,34.72,89,56,6.11,broken clouds
334,Pokhara,NP,28.2333,83.9833,49.44,93,99,0.45,overcast clouds
335,Stillwater,US,36.1156,-97.0584,64.56,30,13,1.01,few clouds
336,Castro,BR,-24.7911,-50.0119,73.26,67,46,4.36,scattered clouds
337,Mae Hong Son,TH,19.3003,97.9685,59.43,40,11,1.68,few clouds
338,Kaabong,UG,3.4836,34.1492,73.13,33,51,7.45,broken clouds
339,Denpasar,ID,-8.65,115.2167,76.71,94,75,13.8,broken clouds
340,Timmins,CA,48.4669,-81.3331,28.76,89,100,8.88,overcast clouds
341,Natal,BR,-5.795,-35.2094,88.45,58,20,16.11,few clouds
342,Manuk Mangkaw,PH,4.8,119.85,80.87,80,95,8.84,overcast clouds
343,Atar,MR,20.5169,-13.0499,85.84,7,2,15.23,clear sky
344,Airai,TL,-8.9266,125.4092,61.29,93,100,1.21,overcast clouds
345,Touros,BR,-5.1989,-35.4608,88.7,57,57,12.88,broken clouds
346,Puri,IN,19.8,85.85,70.32,63,1,5.39,clear sky
347,Vardo,NO,70.3705,31.1107,26.8,86,75,14.97,broken clouds
348,Alyangula,AU,-13.8483,136.4192,81.93,79,62,9.86,broken clouds
349,Moerai,PF,-22.4333,-151.3333,79.2,79,100,12.68,light rain
350,Morden,CA,49.1919,-98.1014,19.78,89,79,14.99,broken clouds
351,Palu,ID,-0.8917,119.8707,75.6,95,100,2.06,overcast clouds
352,Sabang,ID,5.8933,95.3214,79.65,75,100,5.23,overcast clouds
353,Kampene,CD,-3.6,26.6667,67.96,98,98,0.81,overcast clouds
354,May Pen,JM,17.9645,-77.2451,86.22,41,5,9.22,clear sky
355,Salalah,OM,17.0151,54.0924,75.29,14,0,8.05,clear sky
356,Glendive,US,47.1053,-104.7125,37.02,70,100,9.22,overcast clouds
357,Ozernovskiy,RU,51.5,156.5167,27.93,77,96,7.38,overcast clouds
358,Gondanglegi,ID,-7.7479,112.0132,74.23,89,100,0.54,moderate rain
359,Saskylakh,RU,71.9167,114.0833,-9.72,96,39,7.29,scattered clouds
360,Wad Madani,SD,14.4012,33.5199,82.13,23,54,8.86,broken clouds
361,Tambacounda,SN,13.7539,-13.7586,97.25,6,21,8.97,few clouds
362,Sobolevo,RU,54.4299,31.8996,30.34,93,67,13.15,broken clouds
363,Berlevag,NO,70.8578,29.0864,23.0,74,84,31.07,broken clouds
364,Katsuura,JP,35.1333,140.3,45.19,71,100,14.76,overcast clouds
365,Alofi,NU,-19.0595,-169.9187,78.78,78,91,15.46,light rain
366,Cidreira,BR,-30.1811,-50.2056,74.84,61,40,10.8,scattered clouds
367,Vila,PT,42.0304,-8.1588,54.73,65,0,4.18,clear sky
368,Marawi,PH,7.9986,124.2928,67.64,96,94,1.32,light rain
369,Ixtapa,MX,20.7,-105.2,76.23,53,0,2.3,clear sky
370,Kutulik,RU,53.3508,102.7839,-12.75,99,93,6.62,overcast clouds
371,Amahai,ID,-3.3333,128.9167,78.87,84,100,7.29,overcast clouds
372,Honningsvag,NO,70.9821,25.9704,26.35,74,20,29.93,few clouds
373,Vanimo,PG,-2.6741,141.3028,77.07,89,89,2.59,overcast clouds
374,Kralendijk,BQ,12.15,-68.2667,84.18,61,40,16.11,scattered clouds
375,Mafinga,TZ,-7.25,35.0667,66.49,92,100,3.53,overcast clouds
376,Dunmore Town,BS,25.5,-76.65,75.76,76,51,8.61,broken clouds
377,Srandakan,ID,-7.9386,110.2506,78.03,87,100,10.04,heavy intensity rain
378,San Policarpo,PH,12.1791,125.5072,79.27,76,92,14.23,overcast clouds
379,Camacha,PT,33.0833,-16.3333,63.82,82,0,11.5,clear sky
380,Balkhash,KZ,46.844,74.9804,13.68,95,98,5.61,overcast clouds
381,Aden,YE,12.7794,45.0367,77.04,70,2,15.86,clear sky
382,Ilulissat,GL,69.2167,-51.1,12.22,62,100,18.41,overcast clouds
383,Kisangani,CD,0.5167,25.2,79.36,65,69,2.15,broken clouds
384,Behbahan,IR,30.5959,50.2417,56.17,44,0,2.06,clear sky
385,Aloleng,PH,16.1307,119.7824,77.77,78,32,4.74,scattered clouds
386,Doha,QA,25.2867,51.5333,64.38,55,0,9.22,clear sky
387,Ketchikan,US,55.3422,-131.6461,46.38,100,100,20.71,moderate rain
388,Anadyr,RU,64.75,177.4833,-30.77,92,27,7.72,scattered clouds
389,Tabou,CI,4.423,-7.3528,81.59,78,77,8.12,broken clouds
390,Krasnoselkup,RU,65.7,82.4667,-11.74,87,29,10.74,scattered clouds
391,Muros,ES,42.7762,-9.0603,59.5,81,0,6.33,clear sky
392,Manado,ID,1.487,124.8455,75.97,100,20,2.3,few clouds
393,Sisimiut,GL,66.9395,-53.6735,15.26,95,100,16.17,snow
394,Okhotsk,RU,59.3833,143.3,7.3,82,100,8.01,overcast clouds
395,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,44,0,6.91,clear sky
396,Santo Andre,BR,-23.6639,-46.5383,76.84,63,75,13.8,broken clouds
397,La Rioja,ES,42.25,-2.5,50.31,80,0,2.24,clear sky
398,Hasaki,JP,35.7333,140.8333,39.6,59,93,13.02,overcast clouds
399,Wairoa,NZ,-39.0333,177.3667,68.61,98,56,1.01,broken clouds
400,Novobirilyussy,RU,56.9514,90.6661,-17.97,100,11,3.58,few clouds
401,Skibbereen,IE,51.55,-9.2667,44.4,70,100,10.94,overcast clouds
402,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,76,9,12.01,clear sky
403,San Quintin,MX,30.4833,-115.95,66.87,34,98,3.31,overcast clouds
404,Barrow,US,71.2906,-156.7887,-23.78,62,0,14.97,haze
405,Janoshaza,HU,47.1194,17.165,49.44,65,5,4.99,clear sky
406,Port Shepstone,ZA,-30.7414,30.455,77.32,85,53,11.56,light rain
407,Wenatchee,US,47.4235,-120.3103,55.78,78,0,1.99,clear sky
408,Kikwit,CD,-5.041,18.8162,78.03,64,74,1.74,broken clouds
409,Klaksvik,FO,62.2266,-6.589,32.92,97,99,5.53,snow
410,Portland,US,45.5234,-122.6762,53.04,84,75,1.99,broken clouds
411,Ancud,CL,-41.8697,-73.8203,70.43,63,71,11.16,broken clouds
412,Monroe,US,43.1501,-77.6831,48.58,49,75,12.66,broken clouds
413,Lasa,IT,46.6166,10.7002,39.61,35,4,2.68,clear sky
414,Salina Cruz,MX,16.1667,-95.2,80.56,47,2,25.19,clear sky
415,Erzin,TR,36.9559,36.2,48.92,92,100,7.0,overcast clouds
416,Carballo,ES,43.213,-8.691,60.49,79,0,5.44,clear sky
417,Vila Franca Do Campo,PT,37.7167,-25.4333,65.19,71,11,9.57,few clouds
418,Christchurch,NZ,-43.5333,172.6333,63.91,96,100,3.44,light rain
419,Pochutla,MX,15.7432,-96.4661,86.83,44,5,5.91,clear sky
420,Kastamonu,TR,41.5,33.6667,27.18,85,98,6.11,overcast clouds
421,Lagunas,PE,-5.2269,-75.6753,83.1,74,98,2.66,overcast clouds
422,Evensk,RU,61.95,159.2333,-11.9,72,24,5.61,few clouds
423,Pedasi,PA,7.5333,-80.0333,82.65,62,92,12.8,overcast clouds
424,North Bend,US,43.4065,-124.2243,55.13,66,0,9.22,clear sky
425,Mattru,SL,7.6244,-11.8332,87.3,55,47,7.65,scattered clouds
426,Coruripe,BR,-10.1256,-36.1756,85.46,60,14,13.24,few clouds
427,Beira,MZ,-19.8436,34.8389,80.69,83,20,6.91,few clouds
428,Oxbow,CA,49.2333,-102.1676,24.75,84,100,6.73,overcast clouds
429,Salinas,US,36.6777,-121.6555,70.72,38,0,16.11,clear sky
430,Casas Grandes,MX,30.3667,-107.95,49.44,26,1,4.68,clear sky
431,Sitka,US,57.0531,-135.33,46.29,87,100,13.8,light rain
432,Inhambane,MZ,-23.865,35.3833,77.45,76,1,8.14,clear sky
433,Izumo,JP,35.3667,132.7667,40.73,77,100,6.04,overcast clouds
434,Bathsheba,BB,13.2167,-59.5167,78.93,71,40,18.77,scattered clouds
435,Rapid City,US,44.0805,-103.231,49.08,40,75,25.32,broken clouds
436,Buraydah,SA,26.326,43.975,66.36,23,0,12.01,clear sky
437,Iquitos,PE,-3.7481,-73.2472,82.44,78,75,3.44,broken clouds
438,Kabala,SL,9.5833,-11.55,92.61,11,14,6.33,few clouds
439,Smithers,CA,54.7804,-127.1743,38.03,100,100,2.13,light rain
440,Tulun,RU,54.5611,100.5792,-12.17,99,100,3.11,overcast clouds
441,Khilok,RU,51.3674,110.4676,-5.58,100,96,2.04,overcast clouds
442,Caucasia,CO,7.9865,-75.1935,88.27,57,67,4.92,broken clouds
443,Atikokan,CA,48.7555,-91.6216,21.29,88,100,13.09,overcast clouds
444,Bengkulu,ID,-3.8004,102.2655,77.54,76,100,6.89,moderate rain
445,Korcula,HR,42.9622,17.1369,48.76,56,0,6.44,clear sky
446,Kambove,CD,-10.8764,26.5969,62.96,96,67,3.06,moderate rain
447,Udachnyy,RU,66.4167,112.4,-19.08,96,88,3.04,overcast clouds
448,Mahibadhoo,MV,3.7833,72.9667,81.86,70,73,10.47,broken clouds
449,Traverse City,US,44.7631,-85.6206,39.34,75,100,11.5,overcast clouds
450,Havoysund,NO,70.9963,24.6622,26.83,83,94,11.43,overcast clouds
451,Yar,RU,58.249,52.1026,25.95,96,100,11.63,snow
452,Khakhea,BW,-24.6895,23.494,78.35,48,71,10.67,broken clouds
453,Vila Velha,BR,-20.3297,-40.2925,75.94,82,40,14.97,scattered clouds
454,Kousseri,CM,12.0769,15.0306,77.11,9,53,9.15,broken clouds
455,Tilichiki,RU,60.4667,166.1,-19.32,84,19,7.76,few clouds
456,Tefe,BR,-3.3542,-64.7114,87.91,70,75,4.61,broken clouds
457,Leo,BF,11.1,-2.1,89.37,10,0,8.1,clear sky
458,Werda,BW,-25.2667,23.2833,80.17,42,81,5.61,light rain
459,Bunesti,RO,46.8333,27.9667,40.39,82,55,5.61,broken clouds
460,Maniitsoq,GL,65.4167,-52.9,20.82,95,100,16.64,snow
461,Araguacu,BR,-12.9306,-49.8264,81.18,74,99,6.71,overcast clouds
462,Ayia Galini,GR,35.1,24.6833,53.19,50,40,11.99,scattered clouds
463,Kemin,KG,42.7846,75.6892,16.02,76,80,6.38,broken clouds
464,Fiumicino,IT,41.7675,12.2291,54.34,75,0,8.05,clear sky
465,Marsh Harbour,BS,26.5412,-77.0636,76.46,71,5,10.8,clear sky
466,Porto Walter,BR,-8.2686,-72.7439,74.55,95,100,3.44,overcast clouds
467,Rakiv Lis,UA,51.6217,24.9243,38.61,94,85,12.5,overcast clouds
468,Mandla,IN,22.6,80.3833,66.49,76,78,1.97,broken clouds
469,Dwarka,IN,22.2394,68.9678,70.86,59,1,9.66,clear sky
470,Adrar,MR,20.5022,-10.0711,78.35,8,17,11.68,few clouds
471,Luderitz,NA,-26.6481,15.1594,76.24,49,3,22.88,clear sky
472,Karpathos,GR,35.507,27.2132,49.96,57,40,32.21,scattered clouds
473,Roebourne,AU,-20.7833,117.1333,85.1,67,72,5.23,broken clouds
474,Dryden,CA,49.7833,-92.7503,14.29,73,100,11.5,overcast clouds
475,Villablino,ES,42.9393,-6.3194,52.79,67,1,2.82,clear sky
476,Jiwani,PK,25.05,61.7417,71.91,55,0,9.82,clear sky
477,Xapuri,BR,-10.6517,-68.5044,91.29,48,99,0.83,overcast clouds
